% Model:              CantileverBeam_Success.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jun 14 2024, 21:41
% Dimension:          2
% Nodes:              183
% Expressions:        6
% Description:        Displacement field, Y-component
% Length unit:        m
% Eigenvalues:        [17.688, 111.22, 312.76, 625.77, 1073.1, 1077.4] Hz
% X                       Y                        v2 (m) @ lambda=1        v2 (m) @ lambda=2        v2 (m) @ lambda=3        v2 (m) @ lambda=4        v2 (m) @ lambda=5        v2 (m) @ lambda=6
0.812581658171438         0.0127                   7.427702452506469E-7     -1.253296194399824E-7    -3.158265612936565E-7    5.567975019495225E-7     -5.354428717689041E-7    -1.4141900952496865E-14
0.9062908290857189        0.0127                   8.710928037807172E-7     -5.530065380095194E-7    2.7912006327512063E-7    -2.3317015665149878E-8   -1.9896308905005394E-7   -5.310658879283472E-15
1                         0.0127                   9.999999999999993E-7     -9.999999999999997E-7    9.999999999999997E-7     -9.999999999999993E-7    9.999999999999991E-7     2.6476753886454945E-14
0.1695714285714286        0.0127                   4.6663349907803155E-8    2.3426838297273825E-7    5.137484208422658E-7     7.841326312695006E-7     7.630768324076296E-7     1.9428734157844333E-14
0.1696428571428571        0.0127                   4.6701026563028455E-8    2.3442988871535107E-7    5.140206373376386E-7     7.843443662963717E-7     7.62928142159355E-7      1.94249809894378E-14
0.16971428571428565       0.0127                   4.673872155756371E-8     2.3459142469934168E-7    5.142927488361276E-7     7.845555712602036E-7     7.627784506183189E-7     1.942120153109712E-14
0.1697857142857142        0.0127                   4.677643488907339E-8     2.3475299087631644E-7    5.145647551597418E-7     7.84766245871221E-7      7.626277578779146E-7     1.9417397454388194E-14
0.16985714285714282       0.0127                   4.6814166555221936E-8    2.3491458719788436E-7    5.148366561305358E-7     7.849763898399382E-7     7.624760640323784E-7     1.941356752401986E-14
0.16992857142857137       0.0127                   4.6851916553673874E-8    2.3507621361565932E-7    5.151084515706569E-7     7.851860028774413E-7     7.623233691776113E-7     1.9409712638360126E-14
0.16999999999999996       0.0127                   4.688968488209372E-8     2.3523787008125818E-7    5.153801413022989E-7     7.853950846951046E-7     7.621696734103548E-7     1.940583042031614E-14
0.17007142857142854       0.0127                   4.692747153814601E-8     2.353995565463032E-7     5.156517251477482E-7     7.856036350048744E-7     7.62014976829013E-7      1.940192321663216E-14
0.1701428571428571        0.0127                   4.696527651949532E-8     2.3556127296241899E-7    5.159232029293381E-7     7.858116535189854E-7     7.618592795328339E-7     1.9397987807398115E-14
